Date,Close
2020-07-11,1575.2015957682754
2020-07-12,1549.0856142159412
2020-07-13,1594.9444919207197
2020-07-14,1573.0747960767917
2020-07-15,1610.0975681481148
2020-07-16,1562.0118733854797
2020-07-17,1545.1335767206294
2020-07-18,1527.8648264423389
2020-07-19,1511.064861354786
2020-07-20,1473.1306034036502
2020-07-21,1429.607806109914
2020-07-22,1468.304017203804
2020-07-23,1501.6606992348595
2020-07-24,1516.8329022176044
2020-07-25,1558.5149507459075
2020-07-26,1587.8955328150003
2020-07-27,1633.9335641100765
2020-07-28,1606.7888344141502
2020-07-29,1572.7910483751934
2020-07-30,1539.390585379059
2020-07-31,1580.6752797251324
2020-08-01,1541.1775836178101
2020-08-02,1508.343561036197
2020-08-03,1470.0000590850925
2020-08-04,1441.6023003127807
2020-08-05,1423.9879234982584
2020-08-06,1399.981910864251
2020-08-07,1429.793883302206
2020-08-08,1471.8793096929344
2020-08-09,1513.9200428641193
2020-08-10,1552.9836004540266
2020-08-11,1520.9401192109362
2020-08-12,1481.8406229436066
2020-08-13,1514.4899283471448
2020-08-14,1488.3197068793072
2020-08-15,1448.494457246634
2020-08-16,1487.0504210374443
2020-08-17,1464.373633247239
2020-08-18,1428.738541816312
2020-08-19,1393.7408553191974
2020-08-20,1356.9548862632798
2020-08-21,1384.286352841767
2020-08-22,1406.5609164939933
2020-08-23,1439.4183343362229
2020-08-24,1399.8996069726297
2020-08-25,1372.863708541355
2020-08-26,1393.9287316454736
2020-08-27,1416.752347557711
2020-08-28,1447.47224490534
2020-08-29,1462.8940268891504
2020-08-30,1482.0768627420398
2020-08-31,1460.2610521944407
2020-09-01,1445.4702817274738
2020-09-02,1424.4792127402811
2020-09-03,1407.0717432874337
2020-09-04,1436.7302947127196
2020-09-05,1409.6022099059016
2020-09-06,1390.3474721349494
2020-09-07,1412.6270080771085
2020-09-08,1396.240091840074
2020-09-09,1437.6631900932093
2020-09-10,1408.8548064383156
2020-09-11,1379.6759731838856
2020-09-12,1363.2361420686232
2020-09-13,1335.9713035042616
2020-09-14,1359.276294760545
2020-09-15,1398.2407409559014
2020-09-16,1437.3320994563876
2020-09-17,1462.8008981566204
2020-09-18,1437.654361790826
2020-09-19,1395.3371112892519
2020-09-20,1420.4289428727873
2020-09-21,1384.2937806628445
2020-09-22,1346.402437646349
2020-09-23,1380.4194606218512
2020-09-24,1365.62654284566
2020-09-25,1401.093205930932
2020-09-26,1371.4195311760889
2020-09-27,1343.7608775035437
2020-09-28,1312.702771560473
2020-09-29,1279.5806424693646
2020-09-30,1309.779189612796
2020-10-01,1329.870723109375
2020-10-02,1356.3809543251862
2020-10-03,1380.1578169007926
2020-10-04,1404.524844230337
2020-10-05,1368.941156901794
2020-10-06,1408.602724823391
2020-10-07,1374.9272772365366
2020-10-08,1356.8600497343828
2020-10-09,1393.490826680325
2020-10-10,1434.5255036847354
2020-10-11,1474.9227228266461
2020-10-12,1513.7010157764512
2020-10-13,1546.186308549606
2020-10-14,1513.5035622648704
2020-10-15,1489.2855701524386
2020-10-16,1455.622805640388
2020-10-17,1483.8062385621822
2020-10-18,1459.1579450561367
2020-10-19,1418.6034582116472
2020-10-20,1455.2178593118279
2020-10-21,1471.8314594637839
2020-10-22,1450.911454225837
2020-10-23,1475.773516105779
2020-10-24,1503.3403544239122
2020-10-25,1473.3275821633629
2020-10-26,1515.7382359180597
2020-10-27,1489.6447572604413
2020-10-28,1524.5509442918712
2020-10-29,1569.8488855119251
2020-10-30,1546.4506693189721
2020-10-31,1573.0520332818644
2020-11-01,1612.8810302147492
2020-11-02,1645.210691567558
2020-11-03,1680.7217576390728
2020-11-04,1704.6918502016376
2020-11-05,1731.9126282846435
2020-11-06,1769.522902942915
2020-11-07,1804.4231971151087
2020-11-08,1830.9121347533323
2020-11-09,1806.8576556121172
2020-11-10,1860.0101369461493
2020-11-11,1805.3206808137563
2020-11-12,1831.7219608315959
2020-11-13,1877.0347130977914
2020-11-14,1931.5304723458778
2020-11-15,1979.7893317616918
2020-11-16,1951.2007542139172
2020-11-17,1916.14126168214
2020-11-18,1892.777863211463
2020-11-19,1940.5929402738416
2020-11-20,1891.3603781470642
2020-11-21,1857.5685565585677
2020-11-22,1878.876696085594
2020-11-23,1822.9517359610513
2020-11-24,1791.216060727612
2020-11-25,1762.1449598982836
2020-11-26,1739.5293151781757
2020-11-27,1704.243330748964
2020-11-28,1679.1420997941839
2020-11-29,1640.9685666606078
2020-11-30,1596.9578627921776
2020-12-01,1553.4960434270383
2020-12-02,1572.7238847929495
2020-12-03,1607.922843026231
2020-12-04,1563.4202660987955
2020-12-05,1595.1058055950111
2020-12-06,1631.235784107896
2020-12-07,1675.4719970607991
2020-12-08,1649.075045381137
2020-12-09,1694.1566347228645
2020-12-10,1721.0792029535794
2020-12-11,1670.7427397339025
2020-12-12,1693.4992681743893
2020-12-13,1714.6988399888223
2020-12-14,1739.4044404082547
2020-12-15,1772.70856403819
2020-12-16,1722.2553368729768
2020-12-17,1765.9627357714535
2020-12-18,1740.2336891458826
2020-12-19,1772.7969677340047
2020-12-20,1808.8254901755868
2020-12-21,1849.998033840528
2020-12-22,1896.226244673792
2020-12-23,1855.8787973357666
2020-12-24,1806.8674237572247
2020-12-25,1855.532987830191
2020-12-26,1806.2697534306983
2020-12-27,1758.1138024286547
2020-12-28,1722.5370437634979
2020-12-29,1743.921853882631
2020-12-30,1777.391942279923
2020-12-31,1748.027888359071
2021-01-01,1775.5726374352546
2021-01-02,1752.80166178388
2021-01-03,1797.882868048023
2021-01-04,1756.1147866565507
2021-01-05,1794.902809542833
2021-01-06,1845.1024845585134
2021-01-07,1896.9429926444539
2021-01-08,1923.7874982965295
2021-01-09,1870.1717320524392
2021-01-10,1847.4256030574927
2021-01-11,1886.555482717929
2021-01-12,1840.0352496283244
2021-01-13,1801.6109733523701
2021-01-14,1763.322375396233
2021-01-15,1798.0121700485572
2021-01-16,1749.280261408116
2021-01-17,1786.1870540842228
2021-01-18,1834.5644736945133
2021-01-19,1783.342896852138
2021-01-20,1804.6347672676839
2021-01-21,1836.4148246321183
2021-01-22,1803.0152210702504
2021-01-23,1825.9898235304468
2021-01-24,1781.7254190293
2021-01-25,1829.1919857790836
2021-01-26,1878.769155142134
2021-01-27,1850.9931592946489
2021-01-28,1801.3113045422872
2021-01-29,1834.713302151385
2021-01-30,1796.8112189961782
2021-01-31,1829.220772615876
2021-02-01,1864.6152866840866
2021-02-02,1843.8704726050719
2021-02-03,1881.5347869821355
2021-02-04,1919.4318161465562
2021-02-05,1960.8107470411176
2021-02-06,2008.690698891846
2021-02-07,2062.727606945128
2021-02-08,2086.94620602513
2021-02-09,2140.9562270966826
2021-02-10,2185.563531319596
2021-02-11,2246.958800556414
2021-02-12,2274.5454810348274
2021-02-13,2316.933119691679
2021-02-14,2379.6534818108453
2021-02-15,2420.7814347401654
2021-02-16,2458.1809688226017
2021-02-17,2408.0073669574344
2021-02-18,2352.0232747608566
2021-02-19,2398.2189159569625
2021-02-20,2431.155515837042
2021-02-21,2464.2030060663037
2021-02-22,2398.8705445554574
2021-02-23,2445.974582975474
2021-02-24,2373.3132973281145
2021-02-25,2347.5139401835777
2021-02-26,2304.9815631499946
2021-02-27,2354.6281778718685
2021-02-28,2417.891964062971
2021-03-01,2447.2375377904386
2021-03-02,2507.1505493715545
2021-03-03,2552.201828735443
2021-03-04,2484.2082788180596
2021-03-05,2555.1233859897798
2021-03-06,2592.9585075173945
2021-03-07,2621.901603490706
2021-03-08,2681.218890676686
2021-03-09,2745.651060973325
2021-03-10,2675.9458072598454
2021-03-11,2737.320087136659
2021-03-12,2769.1861992360796
2021-03-13,2720.663211983186
2021-03-14,2779.913589026452
2021-03-15,2807.9139192381494
2021-03-16,2841.569345863584
2021-03-17,2783.9609790105687
2021-03-18,2752.546598295423
2021-03-19,2713.980694431081
2021-03-20,2776.047321019847
2021-03-21,2822.302872833908
2021-03-22,2858.271805182438
2021-03-23,2898.636422960989
2021-03-24,2927.798224326894
2021-03-25,3005.5949865386415
2021-03-26,3045.349261785585
2021-03-27,3121.5467019667303
2021-03-28,3029.3321762428695
2021-03-29,2988.114541269698
2021-03-30,3057.4868521961093
2021-03-31,2976.4910608038444
2021-04-01,3065.336644681133
2021-04-02,2973.4826622711616
2021-04-03,3024.782296004157
2021-04-04,2959.8751293156793
2021-04-05,2876.756362248622
2021-04-06,2819.363334936962
2021-04-07,2893.96510809171
2021-04-08,2838.398079016318
2021-04-09,2878.846031206469
2021-04-10,2846.484441516992
2021-04-11,2895.4579024551654
2021-04-12,2842.2345921086126
2021-04-13,2912.2737390124094
2021-04-14,2863.9354943270814
2021-04-15,2926.875871258469
2021-04-16,2976.492933784506
2021-04-17,3022.2949350294466
2021-04-18,2971.561326948827
2021-04-19,2927.927536187124
2021-04-20,2963.4236697950214
2021-04-21,2998.267668176691
2021-04-22,3070.5162557232316
2021-04-23,2986.1224746129747
2021-04-24,2919.8036442472553
2021-04-25,2874.652026163372
2021-04-26,2824.5998539923517
2021-04-27,2756.6867479570737
2021-04-28,2793.3934393158224
2021-04-29,2825.0493902294606
2021-04-30,2776.4453388527104
2021-05-01,2851.0205695608747
2021-05-02,2929.0451136375223
2021-05-03,2879.088025736745
2021-05-04,2849.2014232358724
2021-05-05,2812.427276948513
