Date,Close
2024-01-04,7824.640951746401
2024-01-05,7993.446011952591
2024-01-06,7898.051388570787
2024-01-07,7801.008833084764
2024-01-08,7660.407186248947
2024-01-09,7572.035507557946
2024-01-10,7391.560893613593
2024-01-11,7551.907066691141
2024-01-12,7475.121745273435
2024-01-13,7260.21118510401
2024-01-14,7102.213733236284
2024-01-15,6904.251321631591
2024-01-16,6702.184916624329
2024-01-17,6806.663551187897
2024-01-18,6883.129637735878
2024-01-19,6738.55352273055
2024-01-20,6654.15796196084
2024-01-21,6547.159896176751
2024-01-22,6477.690420051443
2024-01-23,6568.023650889505
2024-01-24,6647.932936778946
2024-01-25,6834.412782930585
2024-01-26,6963.526545748389
2024-01-27,6882.953776995449
2024-01-28,7017.23156726862
2024-01-29,7149.044393130914
2024-01-30,7007.996686714239
2024-01-31,7111.2664643789785
2024-02-01,6928.368186777212
2024-02-02,7094.824274492092
2024-02-03,7301.511431710686
2024-02-04,7518.088016517952
2024-02-05,7392.74337084047
2024-02-06,7207.469790837985
2024-02-07,7283.39322410752
2024-02-08,7394.425938442116
2024-02-09,7188.906178421429
2024-02-10,7009.49722698972
2024-02-11,6824.0049395734395
2024-02-12,6686.310489775209
2024-02-13,6547.452992016677
2024-02-14,6692.175030366759
2024-02-15,6560.599935786396
2024-02-16,6432.374076819941
2024-02-17,6567.045598251182
2024-02-18,6654.964206847451
2024-02-19,6476.171877074577
2024-02-20,6563.165214049004
2024-02-21,6754.619214759212
2024-02-22,6892.638026360417
2024-02-23,6719.396205110544
2024-02-24,6870.62236696528
2024-02-25,6711.22167538484
2024-02-26,6908.550399666216
2024-02-27,6801.161175352654
2024-02-28,6677.542578437395
2024-02-29,6753.436375906658
2024-03-01,6598.590242983049
2024-03-02,6704.451557259746
2024-03-03,6853.947965609872
2024-03-04,6927.216332976344
2024-03-05,6795.996944190671
2024-03-06,6923.073730572672
2024-03-07,6746.115302072964
2024-03-08,6647.469924207696
2024-03-09,6783.423981349984
2024-03-10,6896.868100516457
2024-03-11,6788.031322249288
2024-03-12,6590.7204128145595
2024-03-13,6662.600567002498
2024-03-14,6813.712297583172
2024-03-15,6715.080163475841
2024-03-16,6794.774649556202
2024-03-17,6600.086911603516
2024-03-18,6523.5617805678385
2024-03-19,6332.843739790352
2024-03-20,6493.657785332785
